num,word
9342,"nine thousand, three hundred and forty-two"
9449,"nine thousand, four hundred and forty-nine"
9611,"nine thousand, six hundred and eleven"
4478,"four thousand, four hundred and seventy-eight"
2503,"two thousand, five hundred and three"
4941,"four thousand, nine hundred and forty-one"
5347,"five thousand, three hundred and forty-seven"
7928,"seven thousand, nine hundred and twenty-eight"
7346,"seven thousand, three hundred and forty-six"
9394,"nine thousand, three hundred and ninety-four"
4808,"four thousand, eight hundred and eight"
6421,"six thousand, four hundred and twenty-one"
6134,"six thousand, one hundred and thirty-four"
7769,"seven thousand, seven hundred and sixty-nine"
5502,"five thousand, five hundred and two"
7009,seven thousand and nine
1611,"one thousand, six hundred and eleven"
1249,"one thousand, two hundred and forty-nine"
4418,"four thousand, four hundred and eighteen"
9266,"nine thousand, two hundred and sixty-six"
2655,"two thousand, six hundred and fifty-five"
1725,"one thousand, seven hundred and twenty-five"
4890,"four thousand, eight hundred and ninety"
6820,"six thousand, eight hundred and twenty"
7065,seven thousand and sixty-five
7917,"seven thousand, nine hundred and seventeen"
4616,"four thousand, six hundred and sixteen"
8025,eight thousand and twenty-five
8561,"eight thousand, five hundred and sixty-one"
6818,"six thousand, eight hundred and eighteen"
5086,five thousand and eighty-six
9814,"nine thousand, eight hundred and fourteen"
2119,"two thousand, one hundred and nineteen"
5420,"five thousand, four hundred and twenty"
8692,"eight thousand, six hundred and ninety-two"
4964,"four thousand, nine hundred and sixty-four"
7202,"seven thousand, two hundred and two"
8591,"eight thousand, five hundred and ninety-one"
6761,"six thousand, seven hundred and sixty-one"
2033,two thousand and thirty-three
2935,"two thousand, nine hundred and thirty-five"
5944,"five thousand, nine hundred and forty-four"
7314,"seven thousand, three hundred and fourteen"
2980,"two thousand, nine hundred and eighty"
9469,"nine thousand, four hundred and sixty-nine"
1021,one thousand and twenty-one
4349,"four thousand, three hundred and forty-nine"
3399,"three thousand, three hundred and ninety-nine"
5324,"five thousand, three hundred and twenty-four"
8033,eight thousand and thirty-three
2400,"two thousand, four hundred"
2874,"two thousand, eight hundred and seventy-four"
1696,"one thousand, six hundred and ninety-six"
5095,five thousand and ninety-five
2347,"two thousand, three hundred and forty-seven"
7401,"seven thousand, four hundred and one"
2962,"two thousand, nine hundred and sixty-two"
7077,seven thousand and seventy-seven
8395,"eight thousand, three hundred and ninety-five"
1475,"one thousand, four hundred and seventy-five"
1689,"one thousand, six hundred and eighty-nine"
3276,"three thousand, two hundred and seventy-six"
6433,"six thousand, four hundred and thirty-three"
4326,"four thousand, three hundred and twenty-six"
1357,"one thousand, three hundred and fifty-seven"
8050,eight thousand and fifty
3238,"three thousand, two hundred and thirty-eight"
2422,"two thousand, four hundred and twenty-two"
8179,"eight thousand, one hundred and seventy-nine"
3717,"three thousand, seven hundred and seventeen"
5577,"five thousand, five hundred and seventy-seven"
6821,"six thousand, eight hundred and twenty-one"
3893,"three thousand, eight hundred and ninety-three"
1434,"one thousand, four hundred and thirty-four"
1925,"one thousand, nine hundred and twenty-five"
4045,four thousand and forty-five
8238,"eight thousand, two hundred and thirty-eight"
1961,"one thousand, nine hundred and sixty-one"
6089,six thousand and eighty-nine
1917,"one thousand, nine hundred and seventeen"
6833,"six thousand, eight hundred and thirty-three"
5070,five thousand and seventy
1158,"one thousand, one hundred and fifty-eight"
9178,"nine thousand, one hundred and seventy-eight"
3348,"three thousand, three hundred and forty-eight"
2591,"two thousand, five hundred and ninety-one"
5644,"five thousand, six hundred and forty-four"
6867,"six thousand, eight hundred and sixty-seven"
9897,"nine thousand, eight hundred and ninety-seven"
6986,"six thousand, nine hundred and eighty-six"
6664,"six thousand, six hundred and sixty-four"
7079,seven thousand and seventy-nine
4876,"four thousand, eight hundred and seventy-six"
6001,six thousand and one
4988,"four thousand, nine hundred and eighty-eight"
4186,"four thousand, one hundred and eighty-six"
9034,nine thousand and thirty-four
2469,"two thousand, four hundred and sixty-nine"
4278,"four thousand, two hundred and seventy-eight"
4168,"four thousand, one hundred and sixty-eight"
1170,"one thousand, one hundred and seventy"
6323,"six thousand, three hundred and twenty-three"
2082,two thousand and eighty-two
7849,"seven thousand, eight hundred and forty-nine"
4695,"four thousand, six hundred and ninety-five"
4622,"four thousand, six hundred and twenty-two"
8005,eight thousand and five
8942,"eight thousand, nine hundred and forty-two"
7297,"seven thousand, two hundred and ninety-seven"
5357,"five thousand, three hundred and fifty-seven"
1912,"one thousand, nine hundred and twelve"
3924,"three thousand, nine hundred and twenty-four"
3660,"three thousand, six hundred and sixty"
7650,"seven thousand, six hundred and fifty"
6049,six thousand and forty-nine
2971,"two thousand, nine hundred and seventy-one"
3982,"three thousand, nine hundred and eighty-two"
9726,"nine thousand, seven hundred and twenty-six"
4070,four thousand and seventy
5153,"five thousand, one hundred and fifty-three"
9149,"nine thousand, one hundred and forty-nine"
5889,"five thousand, eight hundred and eighty-nine"
6940,"six thousand, nine hundred and forty"
2454,"two thousand, four hundred and fifty-four"
6706,"six thousand, seven hundred and six"
6586,"six thousand, five hundred and eighty-six"
9809,"nine thousand, eight hundred and nine"
7212,"seven thousand, two hundred and twelve"
2097,two thousand and ninety-seven
2682,"two thousand, six hundred and eighty-two"
1708,"one thousand, seven hundred and eight"
4897,"four thousand, eight hundred and ninety-seven"
8915,"eight thousand, nine hundred and fifteen"
1383,"one thousand, three hundred and eighty-three"
2363,"two thousand, three hundred and sixty-three"
3619,"three thousand, six hundred and nineteen"
5479,"five thousand, four hundred and seventy-nine"
7286,"seven thousand, two hundred and eighty-six"
4006,four thousand and six
5843,"five thousand, eight hundred and forty-three"
6962,"six thousand, nine hundred and sixty-two"
2480,"two thousand, four hundred and eighty"
7950,"seven thousand, nine hundred and fifty"
7588,"seven thousand, five hundred and eighty-eight"
9298,"nine thousand, two hundred and ninety-eight"
5126,"five thousand, one hundred and twenty-six"
3056,three thousand and fifty-six
2305,"two thousand, three hundred and five"
2270,"two thousand, two hundred and seventy"
7669,"seven thousand, six hundred and sixty-nine"
4078,four thousand and seventy-eight
9806,"nine thousand, eight hundred and six"
7913,"seven thousand, nine hundred and thirteen"
7845,"seven thousand, eight hundred and forty-five"
4632,"four thousand, six hundred and thirty-two"
6412,"six thousand, four hundred and twelve"
6104,"six thousand, one hundred and four"
8740,"eight thousand, seven hundred and forty"
3160,"three thousand, one hundred and sixty"
8002,eight thousand and two
7296,"seven thousand, two hundred and ninety-six"
2937,"two thousand, nine hundred and thirty-seven"
5134,"five thousand, one hundred and thirty-four"
6131,"six thousand, one hundred and thirty-one"
3609,"three thousand, six hundred and nine"
9370,"nine thousand, three hundred and seventy"
4076,four thousand and seventy-six
2535,"two thousand, five hundred and thirty-five"
1165,"one thousand, one hundred and sixty-five"
2876,"two thousand, eight hundred and seventy-six"
8725,"eight thousand, seven hundred and twenty-five"
3581,"three thousand, five hundred and eighty-one"
2223,"two thousand, two hundred and twenty-three"
1426,"one thousand, four hundred and twenty-six"
3438,"three thousand, four hundred and thirty-eight"
2078,two thousand and seventy-eight
9878,"nine thousand, eight hundred and seventy-eight"
7982,"seven thousand, nine hundred and eighty-two"
7434,"seven thousand, four hundred and thirty-four"
2595,"two thousand, five hundred and ninety-five"
9156,"nine thousand, one hundred and fifty-six"
9541,"nine thousand, five hundred and forty-one"
9250,"nine thousand, two hundred and fifty"
4686,"four thousand, six hundred and eighty-six"
6103,"six thousand, one hundred and three"
7277,"seven thousand, two hundred and seventy-seven"
6334,"six thousand, three hundred and thirty-four"
9188,"nine thousand, one hundred and eighty-eight"
9467,"nine thousand, four hundred and sixty-seven"
7997,"seven thousand, nine hundred and ninety-seven"
3693,"three thousand, six hundred and ninety-three"
1844,"one thousand, eight hundred and forty-four"
4970,"four thousand, nine hundred and seventy"
8441,"eight thousand, four hundred and forty-one"
7752,"seven thousand, seven hundred and fifty-two"
4148,"four thousand, one hundred and forty-eight"
7449,"seven thousand, four hundred and forty-nine"
3427,"three thousand, four hundred and twenty-seven"
4801,"four thousand, eight hundred and one"
3072,three thousand and seventy-two
7957,"seven thousand, nine hundred and fifty-seven"
2816,"two thousand, eight hundred and sixteen"
3096,three thousand and ninety-six
2831,"two thousand, eight hundred and thirty-one"
4066,four thousand and sixty-six
9548,"nine thousand, five hundred and forty-eight"
7649,"seven thousand, six hundred and forty-nine"
2179,"two thousand, one hundred and seventy-nine"
4976,"four thousand, nine hundred and seventy-six"
6070,six thousand and seventy
9180,"nine thousand, one hundred and eighty"
9048,nine thousand and forty-eight
9777,"nine thousand, seven hundred and seventy-seven"
2987,"two thousand, nine hundred and eighty-seven"
3524,"three thousand, five hundred and twenty-four"
6520,"six thousand, five hundred and twenty"
9932,"nine thousand, nine hundred and thirty-two"
6443,"six thousand, four hundred and forty-three"
5571,"five thousand, five hundred and seventy-one"
2886,"two thousand, eight hundred and eighty-six"
8966,"eight thousand, nine hundred and sixty-six"
5675,"five thousand, six hundred and seventy-five"
9840,"nine thousand, eight hundred and forty"
2445,"two thousand, four hundred and forty-five"
1711,"one thousand, seven hundred and eleven"
3593,"three thousand, five hundred and ninety-three"
6597,"six thousand, five hundred and ninety-seven"
5482,"five thousand, four hundred and eighty-two"
5113,"five thousand, one hundred and thirteen"
2824,"two thousand, eight hundred and twenty-four"
4633,"four thousand, six hundred and thirty-three"
6439,"six thousand, four hundred and thirty-nine"
7830,"seven thousand, eight hundred and thirty"
6559,"six thousand, five hundred and fifty-nine"
9937,"nine thousand, nine hundred and thirty-seven"
7967,"seven thousand, nine hundred and sixty-seven"
7389,"seven thousand, three hundred and eighty-nine"
2182,"two thousand, one hundred and eighty-two"
6544,"six thousand, five hundred and forty-four"
8312,"eight thousand, three hundred and twelve"
1612,"one thousand, six hundred and twelve"
1946,"one thousand, nine hundred and forty-six"
2071,two thousand and seventy-one
1641,"one thousand, six hundred and forty-one"
4134,"four thousand, one hundred and thirty-four"
2331,"two thousand, three hundred and thirty-one"
8221,"eight thousand, two hundred and twenty-one"
3346,"three thousand, three hundred and forty-six"
9040,nine thousand and forty
2545,"two thousand, five hundred and forty-five"
3410,"three thousand, four hundred and ten"
5101,"five thousand, one hundred and one"
3222,"three thousand, two hundred and twenty-two"
3415,"three thousand, four hundred and fifteen"
2820,"two thousand, eight hundred and twenty"
9306,"nine thousand, three hundred and six"
1046,one thousand and forty-six
7755,"seven thousand, seven hundred and fifty-five"
8559,"eight thousand, five hundred and fifty-nine"
8788,"eight thousand, seven hundred and eighty-eight"
2348,"two thousand, three hundred and forty-eight"
8139,"eight thousand, one hundred and thirty-nine"
7394,"seven thousand, three hundred and ninety-four"
8899,"eight thousand, eight hundred and ninety-nine"
4040,four thousand and forty
8158,"eight thousand, one hundred and fifty-eight"
3255,"three thousand, two hundred and fifty-five"
2651,"two thousand, six hundred and fifty-one"
4180,"four thousand, one hundred and eighty"
6787,"six thousand, seven hundred and eighty-seven"
6643,"six thousand, six hundred and forty-three"
8649,"eight thousand, six hundred and forty-nine"
6513,"six thousand, five hundred and thirteen"
4910,"four thousand, nine hundred and ten"
2800,"two thousand, eight hundred"
1521,"one thousand, five hundred and twenty-one"
5427,"five thousand, four hundred and twenty-seven"
5356,"five thousand, three hundred and fifty-six"
1061,one thousand and sixty-one
2593,"two thousand, five hundred and ninety-three"
5308,"five thousand, three hundred and eight"
9788,"nine thousand, seven hundred and eighty-eight"
3798,"three thousand, seven hundred and ninety-eight"
1416,"one thousand, four hundred and sixteen"
6532,"six thousand, five hundred and thirty-two"
6704,"six thousand, seven hundred and four"
6816,"six thousand, eight hundred and sixteen"
8095,eight thousand and ninety-five
3411,"three thousand, four hundred and eleven"
2321,"two thousand, three hundred and twenty-one"
1644,"one thousand, six hundred and forty-four"
3836,"three thousand, eight hundred and thirty-six"
1767,"one thousand, seven hundred and sixty-seven"
3278,"three thousand, two hundred and seventy-eight"
9325,"nine thousand, three hundred and twenty-five"
9679,"nine thousand, six hundred and seventy-nine"
1429,"one thousand, four hundred and twenty-nine"
9237,"nine thousand, two hundred and thirty-seven"
3309,"three thousand, three hundred and nine"
8617,"eight thousand, six hundred and seventeen"
1740,"one thousand, seven hundred and forty"
3820,"three thousand, eight hundred and twenty"
4797,"four thousand, seven hundred and ninety-seven"
8686,"eight thousand, six hundred and eighty-six"
7511,"seven thousand, five hundred and eleven"
1980,"one thousand, nine hundred and eighty"
9934,"nine thousand, nine hundred and thirty-four"
6041,six thousand and forty-one
6374,"six thousand, three hundred and seventy-four"
8622,"eight thousand, six hundred and twenty-two"
5323,"five thousand, three hundred and twenty-three"
1167,"one thousand, one hundred and sixty-seven"
5438,"five thousand, four hundred and thirty-eight"
8668,"eight thousand, six hundred and sixty-eight"
9054,nine thousand and fifty-four
9308,"nine thousand, three hundred and eight"
7639,"seven thousand, six hundred and thirty-nine"
4554,"four thousand, five hundred and fifty-four"
9563,"nine thousand, five hundred and sixty-three"
8531,"eight thousand, five hundred and thirty-one"
7659,"seven thousand, six hundred and fifty-nine"
5373,"five thousand, three hundred and seventy-three"
5395,"five thousand, three hundred and ninety-five"
3355,"three thousand, three hundred and fifty-five"
1341,"one thousand, three hundred and forty-one"
4080,four thousand and eighty
6241,"six thousand, two hundred and forty-one"
1364,"one thousand, three hundred and sixty-four"
4556,"four thousand, five hundred and fifty-six"
7579,"seven thousand, five hundred and seventy-nine"
3958,"three thousand, nine hundred and fifty-eight"
1539,"one thousand, five hundred and thirty-nine"
5448,"five thousand, four hundred and forty-eight"
2670,"two thousand, six hundred and seventy"
3007,three thousand and seven
2113,"two thousand, one hundred and thirteen"
8090,eight thousand and ninety
7729,"seven thousand, seven hundred and twenty-nine"
2746,"two thousand, seven hundred and forty-six"
4954,"four thousand, nine hundred and fifty-four"
8778,"eight thousand, seven hundred and seventy-eight"
6477,"six thousand, four hundred and seventy-seven"
6269,"six thousand, two hundred and sixty-nine"
1402,"one thousand, four hundred and two"
5801,"five thousand, eight hundred and one"
2721,"two thousand, seven hundred and twenty-one"
3330,"three thousand, three hundred and thirty"
4960,"four thousand, nine hundred and sixty"
1209,"one thousand, two hundred and nine"
1177,"one thousand, one hundred and seventy-seven"
3994,"three thousand, nine hundred and ninety-four"
9569,"nine thousand, five hundred and sixty-nine"
7423,"seven thousand, four hundred and twenty-three"
6946,"six thousand, nine hundred and forty-six"
3512,"three thousand, five hundred and twelve"
4596,"four thousand, five hundred and ninety-six"
7526,"seven thousand, five hundred and twenty-six"
7515,"seven thousand, five hundred and fifteen"
8400,"eight thousand, four hundred"
2921,"two thousand, nine hundred and twenty-one"
2671,"two thousand, six hundred and seventy-one"
3709,"three thousand, seven hundred and nine"
1939,"one thousand, nine hundred and thirty-nine"
4158,"four thousand, one hundred and fifty-eight"
1230,"one thousand, two hundred and thirty"
2565,"two thousand, five hundred and sixty-five"
6188,"six thousand, one hundred and eighty-eight"
8566,"eight thousand, five hundred and sixty-six"
4815,"four thousand, eight hundred and fifteen"
2056,two thousand and fifty-six
9950,"nine thousand, nine hundred and fifty"
1111,"one thousand, one hundred and eleven"
6951,"six thousand, nine hundred and fifty-one"
5115,"five thousand, one hundred and fifteen"
6080,six thousand and eighty
8585,"eight thousand, five hundred and eighty-five"
8413,"eight thousand, four hundred and thirteen"
8318,"eight thousand, three hundred and eighteen"
1010,one thousand and ten
8998,"eight thousand, nine hundred and ninety-eight"
2060,two thousand and sixty
5261,"five thousand, two hundred and sixty-one"
6247,"six thousand, two hundred and forty-seven"
6713,"six thousand, seven hundred and thirteen"
7581,"seven thousand, five hundred and eighty-one"
8813,"eight thousand, eight hundred and thirteen"
3256,"three thousand, two hundred and fifty-six"
8124,"eight thousand, one hundred and twenty-four"
3221,"three thousand, two hundred and twenty-one"
8350,"eight thousand, three hundred and fifty"
2990,"two thousand, nine hundred and ninety"
6978,"six thousand, nine hundred and seventy-eight"
3124,"three thousand, one hundred and twenty-four"
3463,"three thousand, four hundred and sixty-three"
4743,"four thousand, seven hundred and forty-three"
8028,eight thousand and twenty-eight
2312,"two thousand, three hundred and twelve"
9556,"nine thousand, five hundred and fifty-six"
8726,"eight thousand, seven hundred and twenty-six"
4010,four thousand and ten
3886,"three thousand, eight hundred and eighty-six"
1168,"one thousand, one hundred and sixty-eight"
2268,"two thousand, two hundred and sixty-eight"
8675,"eight thousand, six hundred and seventy-five"
9127,"nine thousand, one hundred and twenty-seven"
5055,five thousand and fifty-five
7782,"seven thousand, seven hundred and eighty-two"
1113,"one thousand, one hundred and thirteen"
6747,"six thousand, seven hundred and forty-seven"
2356,"two thousand, three hundred and fifty-six"
5871,"five thousand, eight hundred and seventy-one"
1456,"one thousand, four hundred and fifty-six"
5164,"five thousand, one hundred and sixty-four"
1387,"one thousand, three hundred and eighty-seven"
2157,"two thousand, one hundred and fifty-seven"
5397,"five thousand, three hundred and ninety-seven"
7643,"seven thousand, six hundred and forty-three"
6541,"six thousand, five hundred and forty-one"
6642,"six thousand, six hundred and forty-two"
3046,three thousand and forty-six
8606,"eight thousand, six hundred and six"
3810,"three thousand, eight hundred and ten"
2875,"two thousand, eight hundred and seventy-five"
1371,"one thousand, three hundred and seventy-one"
6516,"six thousand, five hundred and sixteen"
4782,"four thousand, seven hundred and eighty-two"
3266,"three thousand, two hundred and sixty-six"
2533,"two thousand, five hundred and thirty-three"
1350,"one thousand, three hundred and fifty"
3358,"three thousand, three hundred and fifty-eight"
1241,"one thousand, two hundred and forty-one"
4445,"four thousand, four hundred and forty-five"
4089,four thousand and eighty-nine
1620,"one thousand, six hundred and twenty"
4949,"four thousand, nine hundred and forty-nine"
4315,"four thousand, three hundred and fifteen"
6773,"six thousand, seven hundred and seventy-three"
8564,"eight thousand, five hundred and sixty-four"
3874,"three thousand, eight hundred and seventy-four"
4979,"four thousand, nine hundred and seventy-nine"
6086,six thousand and eighty-six
5240,"five thousand, two hundred and forty"
9507,"nine thousand, five hundred and seven"
7828,"seven thousand, eight hundred and twenty-eight"
5080,five thousand and eighty
7161,"seven thousand, one hundred and sixty-one"
2759,"two thousand, seven hundred and fifty-nine"
9939,"nine thousand, nine hundred and thirty-nine"
8507,"eight thousand, five hundred and seven"
1577,"one thousand, five hundred and seventy-seven"
7620,"seven thousand, six hundred and twenty"
8198,"eight thousand, one hundred and ninety-eight"
9528,"nine thousand, five hundred and twenty-eight"
8369,"eight thousand, three hundred and sixty-nine"
3738,"three thousand, seven hundred and thirty-eight"
4235,"four thousand, two hundred and thirty-five"
2792,"two thousand, seven hundred and ninety-two"
8398,"eight thousand, three hundred and ninety-eight"
6495,"six thousand, four hundred and ninety-five"
5665,"five thousand, six hundred and sixty-five"
6683,"six thousand, six hundred and eighty-three"
6320,"six thousand, three hundred and twenty"
4841,"four thousand, eight hundred and forty-one"
7262,"seven thousand, two hundred and sixty-two"
4131,"four thousand, one hundred and thirty-one"
6020,six thousand and twenty
1650,"one thousand, six hundred and fifty"
9987,"nine thousand, nine hundred and eighty-seven"
7788,"seven thousand, seven hundred and eighty-eight"
8099,eight thousand and ninety-nine
1671,"one thousand, six hundred and seventy-one"
1559,"one thousand, five hundred and fifty-nine"
5123,"five thousand, one hundred and twenty-three"
3800,"three thousand, eight hundred"
8969,"eight thousand, nine hundred and sixty-nine"
6158,"six thousand, one hundred and fifty-eight"
8816,"eight thousand, eight hundred and sixteen"
6148,"six thousand, one hundred and forty-eight"
1187,"one thousand, one hundred and eighty-seven"
7147,"seven thousand, one hundred and forty-seven"
6008,six thousand and eight
5642,"five thousand, six hundred and forty-two"
6726,"six thousand, seven hundred and twenty-six"
1300,"one thousand, three hundred"
6019,six thousand and nineteen
3726,"three thousand, seven hundred and twenty-six"
1178,"one thousand, one hundred and seventy-eight"
9002,nine thousand and two
2371,"two thousand, three hundred and seventy-one"
9899,"nine thousand, eight hundred and ninety-nine"
7488,"seven thousand, four hundred and eighty-eight"
6138,"six thousand, one hundred and thirty-eight"
9124,"nine thousand, one hundred and twenty-four"
6669,"six thousand, six hundred and sixty-nine"
2529,"two thousand, five hundred and twenty-nine"
4228,"four thousand, two hundred and twenty-eight"
5453,"five thousand, four hundred and fifty-three"
2244,"two thousand, two hundred and forty-four"
5597,"five thousand, five hundred and ninety-seven"
8153,"eight thousand, one hundred and fifty-three"
2695,"two thousand, six hundred and ninety-five"
3694,"three thousand, six hundred and ninety-four"
7963,"seven thousand, nine hundred and sixty-three"
4850,"four thousand, eight hundred and fifty"
5092,five thousand and ninety-two
3742,"three thousand, seven hundred and forty-two"
8913,"eight thousand, nine hundred and thirteen"
4521,"four thousand, five hundred and twenty-one"
5957,"five thousand, nine hundred and fifty-seven"
4514,"four thousand, five hundred and fourteen"
2411,"two thousand, four hundred and eleven"
1161,"one thousand, one hundred and sixty-one"
8406,"eight thousand, four hundred and six"
9526,"nine thousand, five hundred and twenty-six"
1043,one thousand and forty-three
1210,"one thousand, two hundred and ten"
6115,"six thousand, one hundred and fifteen"
8589,"eight thousand, five hundred and eighty-nine"
7429,"seven thousand, four hundred and twenty-nine"
3245,"three thousand, two hundred and forty-five"
7061,seven thousand and sixty-one
1013,one thousand and thirteen
8121,"eight thousand, one hundred and twenty-one"
5052,five thousand and fifty-two
7411,"seven thousand, four hundred and eleven"
1706,"one thousand, seven hundred and six"
1796,"one thousand, seven hundred and ninety-six"
2693,"two thousand, six hundred and ninety-three"
3983,"three thousand, nine hundred and eighty-three"
3828,"three thousand, eight hundred and twenty-eight"
1405,"one thousand, four hundred and five"
9793,"nine thousand, seven hundred and ninety-three"
9363,"nine thousand, three hundred and sixty-three"
7104,"seven thousand, one hundred and four"
4553,"four thousand, five hundred and fifty-three"
3635,"three thousand, six hundred and thirty-five"
3173,"three thousand, one hundred and seventy-three"
4343,"four thousand, three hundred and forty-three"
6386,"six thousand, three hundred and eighty-six"
6600,"six thousand, six hundred"
7657,"seven thousand, six hundred and fifty-seven"
6270,"six thousand, two hundred and seventy"
5622,"five thousand, six hundred and twenty-two"
5918,"five thousand, nine hundred and eighteen"
8237,"eight thousand, two hundred and thirty-seven"
1604,"one thousand, six hundred and four"
8656,"eight thousand, six hundred and fifty-six"
7282,"seven thousand, two hundred and eighty-two"
8386,"eight thousand, three hundred and eighty-six"
4188,"four thousand, one hundred and eighty-eight"
1578,"one thousand, five hundred and seventy-eight"
3610,"three thousand, six hundred and ten"
2844,"two thousand, eight hundred and forty-four"
2245,"two thousand, two hundred and forty-five"
5350,"five thousand, three hundred and fifty"
9338,"nine thousand, three hundred and thirty-eight"
2701,"two thousand, seven hundred and one"
4623,"four thousand, six hundred and twenty-three"
4271,"four thousand, two hundred and seventy-one"
8061,eight thousand and sixty-one
2138,"two thousand, one hundred and thirty-eight"
1594,"one thousand, five hundred and ninety-four"
9944,"nine thousand, nine hundred and forty-four"
9769,"nine thousand, seven hundred and sixty-nine"
5872,"five thousand, eight hundred and seventy-two"
7804,"seven thousand, eight hundred and four"
8525,"eight thousand, five hundred and twenty-five"
6573,"six thousand, five hundred and seventy-three"
8597,"eight thousand, five hundred and ninety-seven"
4451,"four thousand, four hundred and fifty-one"
3749,"three thousand, seven hundred and forty-nine"
9161,"nine thousand, one hundred and sixty-one"
5962,"five thousand, nine hundred and sixty-two"
9239,"nine thousand, two hundred and thirty-nine"
1605,"one thousand, six hundred and five"
9920,"nine thousand, nine hundred and twenty"
8729,"eight thousand, seven hundred and twenty-nine"
8137,"eight thousand, one hundred and thirty-seven"
6061,six thousand and sixty-one
4068,four thousand and sixty-eight
9700,"nine thousand, seven hundred"
2213,"two thousand, two hundred and thirteen"
4030,four thousand and thirty
1572,"one thousand, five hundred and seventy-two"
4704,"four thousand, seven hundred and four"
2969,"two thousand, nine hundred and sixty-nine"
5278,"five thousand, two hundred and seventy-eight"
6379,"six thousand, three hundred and seventy-nine"
7162,"seven thousand, one hundred and sixty-two"
5847,"five thousand, eight hundred and forty-seven"
8818,"eight thousand, eight hundred and eighteen"
1719,"one thousand, seven hundred and nineteen"
4065,four thousand and sixty-five
3404,"three thousand, four hundred and four"
1885,"one thousand, eight hundred and eighty-five"
1012,one thousand and twelve
2453,"two thousand, four hundred and fifty-three"
5900,"five thousand, nine hundred"
7824,"seven thousand, eight hundred and twenty-four"
7602,"seven thousand, six hundred and two"
7841,"seven thousand, eight hundred and forty-one"
9411,"nine thousand, four hundred and eleven"
8475,"eight thousand, four hundred and seventy-five"
3981,"three thousand, nine hundred and eighty-one"
5713,"five thousand, seven hundred and thirteen"
9661,"nine thousand, six hundred and sixty-one"
4877,"four thousand, eight hundred and seventy-seven"
8678,"eight thousand, six hundred and seventy-eight"
1419,"one thousand, four hundred and nineteen"
5497,"five thousand, four hundred and ninety-seven"
2160,"two thousand, one hundred and sixty"
8059,eight thousand and fifty-nine
8907,"eight thousand, nine hundred and seven"
8801,"eight thousand, eight hundred and one"
1078,one thousand and seventy-eight
9635,"nine thousand, six hundred and thirty-five"
3365,"three thousand, three hundred and sixty-five"
5760,"five thousand, seven hundred and sixty"
4799,"four thousand, seven hundred and ninety-nine"
2952,"two thousand, nine hundred and fifty-two"
2687,"two thousand, six hundred and eighty-seven"
7867,"seven thousand, eight hundred and sixty-seven"
5074,five thousand and seventy-four
4905,"four thousand, nine hundred and five"
8473,"eight thousand, four hundred and seventy-three"
5766,"five thousand, seven hundred and sixty-six"
9228,"nine thousand, two hundred and twenty-eight"
3201,"three thousand, two hundred and one"
4881,"four thousand, eight hundred and eighty-one"
3977,"three thousand, nine hundred and seventy-seven"
7607,"seven thousand, six hundred and seven"
3763,"three thousand, seven hundred and sixty-three"
9910,"nine thousand, nine hundred and ten"
5569,"five thousand, five hundred and sixty-nine"
9818,"nine thousand, eight hundred and eighteen"
4775,"four thousand, seven hundred and seventy-five"
9364,"nine thousand, three hundred and sixty-four"
6316,"six thousand, three hundred and sixteen"
8166,"eight thousand, one hundred and sixty-six"
8436,"eight thousand, four hundred and thirty-six"
6455,"six thousand, four hundred and fifty-five"
1143,"one thousand, one hundred and forty-three"
4865,"four thousand, eight hundred and sixty-five"
7342,"seven thousand, three hundred and forty-two"
8377,"eight thousand, three hundred and seventy-seven"
8176,"eight thousand, one hundred and seventy-six"
7462,"seven thousand, four hundred and sixty-two"
7667,"seven thousand, six hundred and sixty-seven"
1950,"one thousand, nine hundred and fifty"
4899,"four thousand, eight hundred and ninety-nine"
8197,"eight thousand, one hundred and ninety-seven"
6446,"six thousand, four hundred and forty-six"
6948,"six thousand, nine hundred and forty-eight"
7745,"seven thousand, seven hundred and forty-five"
7732,"seven thousand, seven hundred and thirty-two"
6016,six thousand and sixteen
1421,"one thousand, four hundred and twenty-one"
9245,"nine thousand, two hundred and forty-five"
1308,"one thousand, three hundred and eight"
7636,"seven thousand, six hundred and thirty-six"
8419,"eight thousand, four hundred and nineteen"
9001,nine thousand and one
5585,"five thousand, five hundred and eighty-five"
3443,"three thousand, four hundred and forty-three"
5565,"five thousand, five hundred and sixty-five"
3298,"three thousand, two hundred and ninety-eight"
5076,five thousand and seventy-six
7988,"seven thousand, nine hundred and eighty-eight"
6616,"six thousand, six hundred and sixteen"
9600,"nine thousand, six hundred"
3527,"three thousand, five hundred and twenty-seven"
6507,"six thousand, five hundred and seven"
6525,"six thousand, five hundred and twenty-five"
4063,four thousand and sixty-three
9834,"nine thousand, eight hundred and thirty-four"
1030,one thousand and thirty
2168,"two thousand, one hundred and sixty-eight"
9406,"nine thousand, four hundred and six"
5365,"five thousand, three hundred and sixty-five"
9372,"nine thousand, three hundred and seventy-two"
2174,"two thousand, one hundred and seventy-four"
1470,"one thousand, four hundred and seventy"
9871,"nine thousand, eight hundred and seventy-one"
5584,"five thousand, five hundred and eighty-four"
6554,"six thousand, five hundred and fifty-four"
4513,"four thousand, five hundred and thirteen"
2341,"two thousand, three hundred and forty-one"
3036,three thousand and thirty-six
2828,"two thousand, eight hundred and twenty-eight"
2705,"two thousand, seven hundred and five"
